Mvir,Rvir,Xc,Yc,Zc,isolated
647567647058.8235,187.93,6406.76352163,28292.23516324,5673.79501834,True
647544117647.0588,187.93,8418.0842532,27487.43897165,18098.91314969,False
647379411764.7058,187.91,4834.91993704,24154.21267274,17927.31574698,True
645942647058.8235,187.77,50316.86542102,25368.17177182,57587.32837348,True
644104411764.7058,187.59,30119.65985467,39727.22989228,13538.8995097,False
643939705882.3529,187.59,58137.57850368,45957.59144525,11909.95337647,False
643939705882.3529,187.59,29960.76592234,41636.78607444,9357.24749669,True
643467647058.8235,187.55,3388.65323139,11322.01317989,45279.0728437,True
643020588235.2941,187.49,11817.29009652,20280.51204608,57421.44624806,True
642926470588.2352,187.48,8884.23617774,3591.51953696,50079.99734159,True
642525000000.0,187.44,25744.34721837,51190.06814534,22183.41140568,True
641652941176.4706,187.36,33321.68512876,39260.23596553,15256.41418621,True
641229411764.7058,187.33,8697.26788879,32596.81196631,15098.08215476,True
640216176470.5881,187.22,16055.87672524,52228.2602493,21269.39913539,False
639179411764.7058,187.12,34631.41268438,39072.70363765,53236.15050117,True
638095588235.2941,187.01,11046.94128561,3715.5592167,7675.89918597,False
637811764705.8823,186.99,7849.19779011,34402.0007222,53587.27138147,True
637717647058.8235,186.99,57697.76812352,58415.85192133,27192.22666971,True
636422058823.5294,186.84,53734.71251772,37646.01480187,4249.45800864,False
635408823529.4117,186.77,7609.60305023,8438.81092472,45489.64645551,True
634795588235.2941,186.68,13403.42270458,5978.0017266,28266.84149085,False
634677941176.4706,186.67,29385.3887027,44067.31468366,10958.92484585,True
634419117647.0588,186.65,6691.68473974,5370.87373667,9217.02381376,True
633994117647.0588,186.61,36134.08253332,14288.06012055,48012.28639524,True
633876470588.2352,186.59,42615.19247055,20324.55368042,47328.60749722,True
633547058823.5294,186.57,13234.17804012,25149.44584465,28750.78775426,True
633100000000.0,186.52,31967.39613355,26336.17706429,37150.01755758,True
632792647058.8235,186.49,8015.64261081,43440.03340207,35387.58695356,True
632557352941.1764,186.5,20779.81831163,2895.48598602,36813.25708663,True
632014705882.3529,186.42,18693.40282309,14802.94106022,11626.11988756,True
631544117647.0588,186.37,53420.30299593,13844.54386776,24991.45133042,False
631191176470.5881,186.33,51748.6334422,14820.08667141,23472.55134943,False
631120588235.2941,186.32,47977.10616816,12182.10237743,27675.28024623,True
